Kind,Name,SumEssential,SumCyclomaticStrict,SumCyclomaticModified,SumCyclomatic,RatioCommentToCode,PercentLackOfCohesionModified,PercentLackOfCohesion,MinEssentialKnots,MaxNesting,MaxInheritanceTree,MaxEssentialKnots,MaxEssential,MaxCyclomaticStrict,MaxCyclomaticModified,MaxCyclomatic,Knots,Essential,CyclomaticStrict,CyclomaticModified,Cyclomatic,CountStmtExe_Php,CountStmtExe_Javascript,CountStmtExe,CountStmtDecl_Php,CountStmtDecl_Javascript,CountStmtDecl,CountStmt,CountSemicolon,CountPathLog,CountPath,CountOutput,CountLineComment_Php,CountLineComment_Javascript,CountLineComment_Html,CountLineComment,CountLineCodeExe,CountLineCodeDecl,CountLineCode_Php,CountLineCode_Javascript,CountLineCode,CountLineBlank_Php,CountLineBlank_Javascript,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountDeclMethodProtected,CountDeclMethodPrivate,CountDeclMethodDefault,CountDeclMethodAll,CountDeclMethod,CountDeclInstanceVariablePublic,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePrivate,CountDeclInstanceVariable,CountDeclInstanceMethod,CountDeclFunction,CountDeclFile,CountDeclExecutableUnit,CountDeclClassVariable,CountDeclClassMethod,CountDeclClass,CountClassDerived,CountClassCoupledModified,CountClassCoupled,CountClassBase,AvgLineComment,AvgLineCode,AvgLineBlank,AvgLine,AvgEssential,AvgCyclomaticStrict,AvgCyclomaticModified,AvgCyclomatic
Public Class,"CH.ifa.draw.figures.ScribbleTool",6,14,12,12,0.17,38,61,,2,2,,1,4,3,3,,,,,,,,20,,,9,29,16,,,,,,,7,21,9,,,40,,,5,,55,,,,8,,0,1,0,17,6,,,,3,6,,,,0,0,,0,5,5,1,0,6,0,6,1,2,2,2
Public Constructor,"CH.ifa.draw.figures.ScribbleTool.ScribbleTool",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,3,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.ScribbleTool.activate",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,0,2,1,,,4,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.ScribbleTool.deactivate",1,4,3,3,0.00,,,0,2,,0,,,,,0,1,4,3,3,,,4,,,1,5,2,0,3,4,,,,0,4,1,,,7,,,,1,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.figures.ScribbleTool.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,137,137,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,137,0,0,0,0
Public Method,"CH.ifa.draw.figures.ScribbleTool.mouseDown",1,2,2,2,0.33,,,0,1,,0,,,,,1,1,2,2,2,,,4,,,1,5,3,0,2,7,,,,3,5,1,,,9,,,,1,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.ScribbleTool.mouseDrag",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,2,,,1,3,1,0,2,3,,,,0,2,1,,,4,,,,2,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.figures.ScribbleTool.point",1,4,3,3,0.00,,,0,1,,0,,,,,1,1,4,3,3,,,7,,,1,8,5,0,3,7,,,,0,7,1,,,9,,,,7,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.figures.ShortestDistanceConnector",5,16,13,16,0.25,0,0,,2,2,,1,12,9,12,,,,,,,,61,,,20,81,67,,,,,,,24,75,19,,,96,,,4,,132,,,,14,,1,0,0,16,5,,,,0,5,,,,1,0,,0,3,3,1,2,18,1,22,1,3,2,3
Public Constructor,"CH.ifa.draw.figures.ShortestDistanceConnector.ShortestDistanceConnector",1,1,1,1,0.33,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,1,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Constructor,"CH.ifa.draw.figures.ShortestDistanceConnector.ShortestDistanceConnector",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.ShortestDistanceConnector.findEnd",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.figures.ShortestDistanceConnector.findPoint",1,12,9,12,0.15,,,0,2,,0,,,,,11,1,12,9,12,,,57,,,14,71,62,2,198,13,,,,12,70,13,,,81,,,,12,99,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.ShortestDistanceConnector.findStart",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.figures.ShortestDistanceConnector.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,117,117,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,117,0,0,0,0
Public Class,"CH.ifa.draw.figures.TextFigure",41,57,56,56,0.27,78,88,,2,3,,4,5,5,5,,,,,,,,120,,,68,188,131,,,,,,,63,144,71,,,235,,,33,,346,,,,48,,2,3,0,85,38,,,,11,34,,,,4,4,,2,8,8,3,1,5,0,7,1,1,1,1
Public Constructor,"CH.ifa.draw.figures.TextFigure.TextFigure",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,6,,,1,7,6,0,1,9,,,,0,6,1,,,8,,,,7,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.acceptsTyping",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.basicDisplayBox",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,0,2,1,,,4,,,,3,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.figures.TextFigure.basicMoveBy",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,0,2,1,,,4,,,,3,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.changed",1,1,1,1,0.75,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,3,2,1,,,4,,,,4,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.connect",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,6,,,1,7,5,0,2,7,,,,0,6,1,,,8,,,,2,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.figures.TextFigure.createCurrentFont",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,4,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.disconnect",1,1,1,1,0.60,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,1,4,3,0,1,3,,,,3,3,1,,,5,,,,1,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.displayBox",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,2,3,2,0,1,2,,,,0,2,2,,,4,,,,7,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.drawBackground",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,2,3,2,0,1,2,,,,0,2,2,,,4,,,,5,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.drawFrame",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,2,5,4,0,1,6,,,,0,4,2,,,6,,,,5,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.figureChanged",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.figureInvalidated",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,1,,,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.figureRemoved",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,2,,,1,3,1,0,2,3,,,,0,2,1,,,4,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.figureRequestRemove",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,1,,,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.figureRequestUpdate",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,1,,,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.getAttribute",4,4,4,4,0.40,,,3,1,,3,,,,,3,4,4,4,4,,,7,,,2,9,5,1,4,7,,,,4,8,2,,,10,,,,2,14,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.getFont",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,4,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.getText",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,5,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.handles",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,5,,,2,7,6,0,1,8,,,,0,6,2,,,8,,,,0,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.figures.TextFigure.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,516,516,0,0,1,1,,,,,,,,,,,0,,0,,,0,,,,,2,0,1,516,0,0,0,0
Private Method,"CH.ifa.draw.figures.TextFigure.markDirty",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,4,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.moveBy",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,5,,,1,6,4,0,2,4,,,,0,5,1,,,7,,,,3,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.overlayColumns",1,2,2,2,0.43,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,3,6,4,0,2,3,,,,3,5,3,,,7,,,,0,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.read",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,11,,,1,12,10,0,2,14,,,,0,11,1,,,13,,,,2,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.figures.TextFigure.readObject",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,4,,,1,5,3,0,2,3,,,,0,4,2,,,7,,,,2,9,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.readOnly",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.release",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,1,4,2,0,2,2,,,,0,3,1,,,5,,,,1,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.setAttribute",1,5,5,5,0.18,,,0,2,,0,,,,,4,1,5,5,5,,,10,,,6,16,11,1,5,8,,,,4,17,6,,,22,,,,4,26,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.figures.TextFigure.setCurrentFontName",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.figures.TextFigure.setCurrentFontSize",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.figures.TextFigure.setCurrentFontStyle",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.setFont",1,1,1,1,0.50,,,0,0,,0,,,,,0,1,1,1,1,,,4,,,1,5,4,0,1,4,,,,3,4,1,,,6,,,,5,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.setReadOnly",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,2,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.setText",1,2,2,2,0.38,,,0,1,,0,,,,,0,1,2,2,2,,,5,,,1,6,4,0,2,5,,,,3,5,1,,,8,,,,4,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.textDisplayBox",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.figures.TextFigure.textExtent",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,6,,,2,8,6,0,2,8,,,,0,7,2,,,9,,,,6,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.figures.TextFigure.updateLocation",1,4,3,3,0.33,,,0,2,,0,,,,,0,1,4,3,3,,,7,,,2,9,6,0,3,5,,,,4,8,2,,,12,,,,9,17,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextFigure.write",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,10,,,1,11,10,0,1,8,,,,0,10,1,,,12,,,,8,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.figures.TextTool",9,18,17,17,0.32,50,66,,2,3,,1,5,5,5,,,,,,,,34,,,17,51,33,,,,,,,22,40,17,,,68,,,6,,103,,,,13,,2,1,0,28,9,,,,2,9,,,,0,0,,1,6,6,1,1,7,0,8,1,2,1,1
Public Constructor,"CH.ifa.draw.figures.TextTool.TextTool",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,10,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextTool.activate",1,1,1,1,1.25,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,3,,,,5,2,1,,,4,,,,0,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.figures.TextTool.beginEdit",1,4,3,3,0.00,,,0,1,,0,,,,,0,1,4,3,3,,,7,,,1,8,5,1,4,10,,,,0,7,1,,,9,,,,4,11,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextTool.deactivate",1,1,1,1,0.75,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,3,2,1,,,4,,,,0,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.figures.TextTool.endEdit",1,3,3,3,0.00,,,0,2,,0,,,,,1,1,3,3,3,,,7,,,1,8,5,0,3,9,,,,0,8,1,,,11,,,,5,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.figures.TextTool.fieldBounds",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,4,5,4,0,1,4,,,,0,4,4,,,6,,,,7,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.figures.TextTool.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,181,181,0,0,1,1,,,,,,,,,,,0,,0,,,0,,,,,2,0,1,181,0,0,0,0
Public Method,"CH.ifa.draw.figures.TextTool.mouseDown",1,5,5,5,0.17,,,0,2,,0,,,,,2,1,5,5,5,,,14,,,3,17,12,1,9,9,,,,4,16,3,,,23,,,,5,28,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextTool.mouseDrag",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,2,,,,0,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.TextTool.mouseUp",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,2,,,,0,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.figures.UngroupCommand",3,5,5,5,0.39,0,0,,2,2,,1,3,3,3,,,,,,,,8,,,10,18,12,,,,,,,9,13,10,,,23,,,3,,38,,,,6,,0,0,0,7,3,,,,1,3,,,,0,0,,0,4,4,1,1,6,0,8,1,1,1,1
Public Constructor,"CH.ifa.draw.figures.UngroupCommand.UngroupCommand",1,1,1,1,1.25,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,3,,,,5,2,1,,,4,,,,4,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.figures.UngroupCommand.execute",1,3,3,3,0.00,,,0,2,,0,,,,,0,1,3,3,3,,,5,,,6,11,8,0,3,10,,,,0,10,6,,,13,,,,1,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.figures.UngroupCommand.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,111,111,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,111,0,0,0,0
Public Method,"CH.ifa.draw.figures.UngroupCommand.isExecutable",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Package,"CH.ifa.draw.framework",11,15,15,15,2.87,,,,3,,,1,4,4,4,,,,,,,,25,,,273,298,265,,,,,,,957,39,275,,,334,,,165,,1545,,,,255,,0,0,6,,171,,,,3,171,,18,,3,0,18,,,,,3,5,0,8,1,1,1,1
Public Interface,"CH.ifa.draw.framework.ConnectionFigure",0,0,0,0,3.05,0,0,,0,3,,0,0,0,0,,,,,,,,0,,,19,19,18,,,,,,,61,0,19,,,20,,,18,,100,,,,19,,0,0,0,57,18,,,,0,18,,,,0,0,,1,1,1,2,0,0,0,0,0,0,0,0
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.canConnect",0,0,0,0,4.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,4,0,1,,,1,,,,3,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.connectEnd",0,0,0,0,4.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,4,0,1,,,1,,,,3,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.connectStart",0,0,0,0,4.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,4,0,1,,,1,,,,3,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.connectsSame",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,3,0,1,,,1,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.disconnectEnd",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,3,0,1,,,1,,,,1,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.disconnectStart",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,3,0,1,,,1,,,,1,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.end",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,3,0,1,,,1,,,,6,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.endPoint",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,3,0,1,,,1,,,,1,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.endPoint",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,3,0,1,,,1,,,,5,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.framework.ConnectionFigure.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,309,309,0,0,7,7,,,,,,,,,,,0,,0,,,0,,,,,2,0,7,309,0,0,0,0
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.joinSegments",0,0,0,0,5.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,5,0,1,,,1,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.pointAt",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,3,0,1,,,1,,,,2,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.pointCount",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,3,0,1,,,1,,,,2,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.setPointAt",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,3,0,1,,,1,,,,1,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.splitSegment",0,0,0,0,5.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,5,0,1,,,1,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.start",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,3,0,1,,,1,,,,6,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.startPoint",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,1,,,,3,0,1,,,1,,,,1,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.startPoint",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,3,0,1,,,1,,,,3,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.framework.ConnectionFigure.updateConnection",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,3,0,1,,,1,,,,3,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Interface,"CH.ifa.draw.framework.Connector",0,0,0,0,2.38,0,0,,0,2,,0,0,0,0,,,,,,,,0,,,7,7,6,,,,,,,19,0,7,,,8,,,6,,34,,,,7,,0,0,0,8,6,,,,0,6,,,,0,0,,1,2,2,2,0,0,0,0,0,0,0,0
