Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountDeclClass,CountDeclExecutableUnit,MaxCyclomatic,MaxCyclomaticStrict,MaxCyclomaticModified,MaxEssential,MaxNesting,SumCyclomatic,SumEssential
Private Method,CH.ifa.draw.figures.ElbowHandle.isVertical,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ElbowHandle.locate,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.figures.ElbowHandle.ownerConnection,,,,,,,,,,,0,1,1
Class,CH.ifa.draw.figures.ElbowTextLocator,1,1,1,1,,,1,1,1,1,0,1,1
Public Method,CH.ifa.draw.figures.ElbowTextLocator.locate,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.EllipseFigure,1,1,1,1,,,1,1,1,1,0,12,12
Public Constructor,CH.ifa.draw.figures.EllipseFigure.EllipseFigure,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.EllipseFigure.EllipseFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.EllipseFigure.basicMoveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.connectionInsets,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.connectorAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.drawBackground,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.drawFrame,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.handles,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.EllipseFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.EllipseFigure.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.EllipseFigure.write,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.FigureAttributes,3,3,3,2,,,9,9,9,8,3,23,14
Public Constructor,CH.ifa.draw.figures.FigureAttributes.FigureAttributes,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.FigureAttributes.clone,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.FigureAttributes.get,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.FigureAttributes.hasDefined,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.FigureAttributes.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.FigureAttributes.read,,,,,,,,,,,2,9,8
Public Method,CH.ifa.draw.figures.FigureAttributes.set,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.FigureAttributes.write,,,,,,,,,,,3,8,1
Public Class,CH.ifa.draw.figures.FontSizeHandle,1,1,1,1,,,1,1,1,1,0,4,4
Public Constructor,CH.ifa.draw.figures.FontSizeHandle.FontSizeHandle,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.FontSizeHandle.draw,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.FontSizeHandle.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.FontSizeHandle.invokeStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.FontSizeHandle.invokeStep,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.GroupCommand,1,1,1,1,,,2,2,2,1,1,4,3
Public Constructor,CH.ifa.draw.figures.GroupCommand.GroupCommand,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.GroupCommand.execute,,,,,,,,,,,1,2,1
File,CH.ifa.draw.figures.GroupCommand.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.GroupCommand.isExecutable,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.GroupFigure,1,1,1,1,,,2,2,2,1,1,8,6
Public Method,CH.ifa.draw.figures.GroupFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.GroupFigure.canConnect,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.GroupFigure.decompose,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.GroupFigure.displayBox,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.GroupFigure.handles,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.GroupFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.GroupFigure.setAttribute,,,,,,,,,,,1,2,1
Class,CH.ifa.draw.figures.GroupHandle,1,1,1,1,,,1,1,1,1,0,2,2
Public Constructor,CH.ifa.draw.figures.GroupHandle.GroupHandle,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.GroupHandle.draw,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.ImageFigure,1,1,1,1,,,3,3,3,1,2,16,12
Public Constructor,CH.ifa.draw.figures.ImageFigure.ImageFigure,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.ImageFigure.ImageFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ImageFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.ImageFigure.basicMoveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ImageFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ImageFigure.draw,,,,,,,,,,,1,3,1
Private Method,CH.ifa.draw.figures.ImageFigure.drawGhost,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ImageFigure.handles,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.ImageFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.ImageFigure.imageUpdate,,,,,,,,,,,2,3,1
Public Method,CH.ifa.draw.figures.ImageFigure.read,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.figures.ImageFigure.readObject,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ImageFigure.write,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.InsertImageCommand,1,1,1,1,,,1,1,1,1,0,2,2
Public Constructor,CH.ifa.draw.figures.InsertImageCommand.InsertImageCommand,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.InsertImageCommand.execute,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.InsertImageCommand.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Class,CH.ifa.draw.figures.LineConnection,1,1,1,1,,,4,5,4,1,1,50,34
Public Constructor,CH.ifa.draw.figures.LineConnection.LineConnection,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.LineConnection.basicMoveBy,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.LineConnection.canConnect,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.canConnect,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.connectEnd,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.connectStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.connectsSame,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.disconnectEnd,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.disconnectStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.end,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.endFigure,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.LineConnection.endPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.endPoint,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.LineConnection.figureChanged,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.figureInvalidated,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.figureRemoved,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.LineConnection.figureRequestRemove,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.figureRequestUpdate,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.LineConnection.handleConnect,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.LineConnection.handleDisconnect,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.handles,,,,,,,,,,,1,2,1
File,CH.ifa.draw.figures.LineConnection.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.LineConnection.insertPointAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.layoutConnection,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.read,,,,,,,,,,,1,4,1
Private Method,CH.ifa.draw.figures.LineConnection.readObject,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.figures.LineConnection.release,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.figures.LineConnection.removePointAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.setPointAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.start,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.startFigure,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.LineConnection.startPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineConnection.startPoint,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.LineConnection.updateConnection,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.figures.LineConnection.write,,,,,,,,,,,0,1,1
Public Interface,CH.ifa.draw.figures.LineDecoration,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.figures.LineDecoration.draw,,,,,,,,,,,0,0,0
File,CH.ifa.draw.figures.LineDecoration.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Class,CH.ifa.draw.figures.LineFigure,1,1,1,1,,,1,1,1,1,0,7,7
Public Constructor,CH.ifa.draw.figures.LineFigure.LineFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineFigure.endPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineFigure.endPoint,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.LineFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.LineFigure.setPoints,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineFigure.startPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.LineFigure.startPoint,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.NumberTextFigure,1,1,1,1,,,2,2,2,1,1,4,3
Public Method,CH.ifa.draw.figures.NumberTextFigure.getValue,,,,,,,,,,,1,2,1
File,CH.ifa.draw.figures.NumberTextFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.NumberTextFigure.overlayColumns,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.NumberTextFigure.setValue,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.PolyLineConnector,2,2,2,1,,,6,6,6,1,3,8,3
Public Constructor,CH.ifa.draw.figures.PolyLineConnector.PolyLineConnector,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.PolyLineConnector.PolyLineConnector,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.PolyLineConnector.chop,,,,,,,,,,,3,6,1
File,CH.ifa.draw.figures.PolyLineConnector.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Class,CH.ifa.draw.figures.PolyLineFigure,1,1,1,1,,,6,6,6,4,3,56,40
Public Constructor,CH.ifa.draw.figures.PolyLineFigure.PolyLineFigure,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.PolyLineFigure.PolyLineFigure,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.PolyLineFigure.PolyLineFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.addPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.PolyLineFigure.basicMoveBy,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.connectorAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.containsPoint,,,,,,,,,,,2,4,4
Private Method,CH.ifa.draw.figures.PolyLineFigure.decorate,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.displayBox,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.draw,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.findSegment,,,,,,,,,,,2,3,3
Public Method,CH.ifa.draw.figures.PolyLineFigure.getAttribute,,,,,,,,,,,2,5,3
Protected Method,CH.ifa.draw.figures.PolyLineFigure.getFrameColor,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.handles,,,,,,,,,,,1,2,1
File,CH.ifa.draw.figures.PolyLineFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.PolyLineFigure.insertPointAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.isEmpty,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.joinSegments,,,,,,,,,,,2,3,3
Public Static Method,CH.ifa.draw.figures.PolyLineFigure.locator,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.pointAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.pointCount,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.points,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.read,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.removePointAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.setAttribute,,,,,,,,,,,3,6,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.setEndDecoration,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.PolyLineFigure.setFrameColor,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.setPointAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.setStartDecoration,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.splitSegment,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.PolyLineFigure.write,,,,,,,,,,,1,2,1
Public Class,CH.ifa.draw.figures.PolyLineHandle,1,1,1,1,,,1,1,1,1,0,4,4
Public Constructor,CH.ifa.draw.figures.PolyLineHandle.PolyLineHandle,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.PolyLineHandle.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.PolyLineHandle.invokeStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineHandle.invokeStep,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.figures.PolyLineHandle.myOwner,,,,,,,,,,,0,1,1
Class,CH.ifa.draw.figures.PolyLineLocator,1,1,1,1,,,2,2,2,1,1,3,2
Public Constructor,CH.ifa.draw.figures.PolyLineLocator.PolyLineLocator,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.PolyLineLocator.locate,,,,,,,,,,,1,2,1
Class,CH.ifa.draw.figures.RadiusHandle,1,1,1,1,,,1,1,1,1,0,5,5
Public Constructor,CH.ifa.draw.figures.RadiusHandle.RadiusHandle,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RadiusHandle.draw,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RadiusHandle.invokeStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RadiusHandle.invokeStep,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RadiusHandle.locate,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.RectangleFigure,1,1,1,1,,,1,1,1,1,0,10,10
Public Constructor,CH.ifa.draw.figures.RectangleFigure.RectangleFigure,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.RectangleFigure.RectangleFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RectangleFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.RectangleFigure.basicMoveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RectangleFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RectangleFigure.drawBackground,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RectangleFigure.drawFrame,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RectangleFigure.handles,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.RectangleFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.RectangleFigure.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RectangleFigure.write,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.RoundRectangleFigure,1,1,1,1,,,1,1,1,1,0,14,14
Public Constructor,CH.ifa.draw.figures.RoundRectangleFigure.RoundRectangleFigure,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.RoundRectangleFigure.RoundRectangleFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.RoundRectangleFigure.basicMoveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.connectionInsets,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.connectorAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.drawBackground,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.drawFrame,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.getArc,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.handles,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.RoundRectangleFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.setArc,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.RoundRectangleFigure.write,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.ScribbleTool,2,2,2,1,,,3,4,3,1,2,12,6
Public Constructor,CH.ifa.draw.figures.ScribbleTool.ScribbleTool,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ScribbleTool.activate,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ScribbleTool.deactivate,,,,,,,,,,,2,3,1
File,CH.ifa.draw.figures.ScribbleTool.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.ScribbleTool.mouseDown,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.ScribbleTool.mouseDrag,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.figures.ScribbleTool.point,,,,,,,,,,,1,3,1
Public Class,CH.ifa.draw.figures.ShortestDistanceConnector,3,2,3,1,,,12,12,9,1,2,16,5
Public Constructor,CH.ifa.draw.figures.ShortestDistanceConnector.ShortestDistanceConnector,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.figures.ShortestDistanceConnector.ShortestDistanceConnector,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.ShortestDistanceConnector.findEnd,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.ShortestDistanceConnector.findPoint,,,,,,,,,,,2,12,1
Public Method,CH.ifa.draw.figures.ShortestDistanceConnector.findStart,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.ShortestDistanceConnector.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Class,CH.ifa.draw.figures.TextFigure,1,1,1,1,,,5,5,5,4,2,56,41
Public Constructor,CH.ifa.draw.figures.TextFigure.TextFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.acceptsTyping,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.TextFigure.basicMoveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.changed,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.connect,,,,,,,,,,,1,2,1
Public Static Method,CH.ifa.draw.figures.TextFigure.createCurrentFont,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.disconnect,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.drawBackground,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.drawFrame,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.figureChanged,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.figureInvalidated,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.figureRemoved,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.TextFigure.figureRequestRemove,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.figureRequestUpdate,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.getAttribute,,,,,,,,,,,1,4,4
Public Method,CH.ifa.draw.figures.TextFigure.getFont,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.getText,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.handles,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.TextFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Private Method,CH.ifa.draw.figures.TextFigure.markDirty,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.moveBy,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.TextFigure.overlayColumns,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.TextFigure.read,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.figures.TextFigure.readObject,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.TextFigure.readOnly,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.release,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.TextFigure.setAttribute,,,,,,,,,,,2,5,1
Public Static Method,CH.ifa.draw.figures.TextFigure.setCurrentFontName,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.figures.TextFigure.setCurrentFontSize,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.figures.TextFigure.setCurrentFontStyle,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.setFont,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.setReadOnly,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextFigure.setText,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.figures.TextFigure.textDisplayBox,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.figures.TextFigure.textExtent,,,,,,,,,,,1,2,1
Protected Method,CH.ifa.draw.figures.TextFigure.updateLocation,,,,,,,,,,,2,3,1
Public Method,CH.ifa.draw.figures.TextFigure.write,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.TextTool,1,1,2,1,,,5,5,5,1,2,17,9
Public Constructor,CH.ifa.draw.figures.TextTool.TextTool,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextTool.activate,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.TextTool.beginEdit,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.figures.TextTool.deactivate,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.figures.TextTool.endEdit,,,,,,,,,,,2,3,1
Private Method,CH.ifa.draw.figures.TextTool.fieldBounds,,,,,,,,,,,0,1,1
File,CH.ifa.draw.figures.TextTool.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.TextTool.mouseDown,,,,,,,,,,,2,5,1
Public Method,CH.ifa.draw.figures.TextTool.mouseDrag,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.TextTool.mouseUp,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.figures.UngroupCommand,1,1,1,1,,,3,3,3,1,2,5,3
Public Constructor,CH.ifa.draw.figures.UngroupCommand.UngroupCommand,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.figures.UngroupCommand.execute,,,,,,,,,,,2,3,1
File,CH.ifa.draw.figures.UngroupCommand.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.figures.UngroupCommand.isExecutable,,,,,,,,,,,0,1,1
Package,CH.ifa.draw.framework,1,1,1,1,18,,4,4,4,1,3,15,11
Public Interface,CH.ifa.draw.framework.ConnectionFigure,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.canConnect,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.connectEnd,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.connectStart,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.connectsSame,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.disconnectEnd,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.disconnectStart,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.end,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.endPoint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.endPoint,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.ConnectionFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.joinSegments,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.pointAt,,,,,,,,,,,0,0,0
